date,title,imps,clicks,ctr
2014-11-26,Booking.com,104065,350,0.336328256378225
2014-11-27,Booking.com,423203,1627,0.384449070540615
2014-11-28,Booking.com,401724,1364,0.339536597265784
2014-11-29,Booking.com,267500,998,0.373084112149532
2014-11-30,Booking.com,285254,1123,0.393684225286937
2014-12-01,Booking.com,350990,1387,0.395167953502948
2014-12-02,Booking.com,328199,1357,0.413468657735093
2014-12-03,Booking.com,304934,1160,0.380410187122459
